timestamp,device,message,fault_class
2025-11-22T10:19:54.133574,R4,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-22T13:53:06.133574,R1,%LINK-3-UPDOWN: Interface Gi0/1 is down,LINK_DOWN
2025-11-21T22:54:48.133574,R3,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-21T21:04:04.133574,R4,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T00:33:37.133574,R9,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
2025-11-22T04:35:02.133574,R9,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-22T06:10:12.133574,R1,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
2025-11-22T12:58:57.133574,R3,%SYS-5-LOGGING: System logging restarted,NORMAL
2025-11-21T16:27:22.133574,R7,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-22T06:30:25.133574,R7,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-22T03:36:55.133574,R3,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-22T06:59:00.133574,R8,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-22T06:21:59.133574,R6,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-22T01:29:11.133574,R10,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-21T19:14:15.133574,R7,%LINK-3-UPDOWN: Interface Gi0/1 is down,LINK_DOWN
2025-11-21T15:11:49.133574,R3,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-22T01:48:04.133574,R3,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
2025-11-21T16:01:12.133574,R6,%LINK-3-UPDOWN: Interface Gi0/1 is down,LINK_DOWN
2025-11-22T06:53:48.133574,R6,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,BGP_FLAP
2025-11-22T03:47:03.133574,R5,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-22T01:27:09.133574,R2,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-22T14:09:26.133574,R7,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-22T02:53:02.133574,R5,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-21T18:49:52.133574,R5,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
2025-11-22T14:40:32.133574,R6,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-22T13:15:00.133574,R2,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-22T07:49:30.133574,R3,%PARSER-4-BADCMD: Bad command detected in config file,CONFIG_ERROR
2025-11-22T11:02:26.133574,R2,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
2025-11-22T12:56:32.133574,R8,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-22T08:08:22.133574,R9,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-22T00:39:50.133574,R8,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-22T09:00:54.133574,R8,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-21T18:47:15.133574,R5,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-21T17:15:37.133574,R9,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-22T06:39:35.133574,R10,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
2025-11-22T01:00:15.133574,R2,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-22T05:30:26.133574,R7,%LINK-3-UPDOWN: Interface Gi0/1 is down,LINK_DOWN
2025-11-22T02:20:56.133574,R10,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-21T21:18:11.133574,R8,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-22T14:32:32.133574,R5,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-22T01:02:54.133574,R7,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-22T13:10:54.133574,R7,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-22T06:31:05.133574,R2,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-22T13:51:29.133574,R10,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-21T16:32:15.133574,R8,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-22T03:36:31.133574,R5,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-21T18:38:46.133574,R9,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
2025-11-21T21:51:58.133574,R2,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,BGP_FLAP
2025-11-21T20:35:27.133574,R3,%LINK-3-UPDOWN: Interface Gi0/1 is down,LINK_DOWN
2025-11-21T16:30:09.133574,R2,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-21T17:23:15.133574,R3,%PARSER-4-BADCMD: Bad command detected in config file,CONFIG_ERROR
2025-11-22T04:27:44.133574,R4,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-21T16:49:35.133574,R8,%LINK-3-UPDOWN: Interface Gi0/1 is down,LINK_DOWN
2025-11-21T21:12:13.133574,R7,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T01:12:18.133574,R5,%SYS-5-RELOAD: Reload requested by admin,NORMAL
2025-11-22T09:44:01.133574,R10,%SYS-5-LOGGING: System logging restarted,NORMAL
2025-11-21T19:17:01.133574,R2,%AAA-5-NO_ATTR: Missing AAA attributes in request,AUTH_FAILURE
2025-11-22T06:04:34.133574,R5,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-21T16:03:52.133574,R9,%AAA-5-NO_ATTR: Missing AAA attributes in request,AUTH_FAILURE
2025-11-22T13:03:17.133574,R3,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-22T04:49:27.133574,R1,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
2025-11-21T21:30:37.133574,R8,%SYS-5-LOGGING: System logging restarted,NORMAL
2025-11-22T11:40:18.133574,R7,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T01:35:21.133574,R6,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-22T02:15:30.133574,R8,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-22T03:26:36.133574,R9,%AAA-5-NO_ATTR: Missing AAA attributes in request,AUTH_FAILURE
2025-11-21T19:15:47.133574,R3,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-22T01:21:33.133574,R1,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-22T09:31:32.133574,R1,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-22T06:47:34.133574,R4,%LINK-3-UPDOWN: Interface Gi0/1 is down,LINK_DOWN
2025-11-22T10:19:09.133574,R3,%PARSER-4-BADCMD: Bad command detected in config file,CONFIG_ERROR
2025-11-22T00:14:42.133574,R9,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-21T23:39:30.133574,R5,%SYS-5-RELOAD: Reload requested by admin,NORMAL
2025-11-21T21:16:20.133574,R4,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-21T16:50:37.133574,R1,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-22T03:07:18.133574,R10,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-22T10:02:45.133574,R10,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-22T09:58:08.133574,R8,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-22T14:21:38.133574,R5,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-21T18:54:00.133574,R6,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
2025-11-22T03:11:20.133574,R7,%SYS-4-CONFIG: Rollback initiated due to config inconsistency,CONFIG_ERROR
2025-11-22T05:26:20.133574,R7,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-22T14:26:44.133574,R8,%SYS-5-RELOAD: Reload requested by admin,NORMAL
2025-11-22T05:03:42.133574,R6,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-22T07:24:17.133574,R8,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-21T21:14:39.133574,R5,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
2025-11-22T02:00:31.133574,R3,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-22T02:08:19.133574,R5,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
2025-11-21T21:03:37.133574,R1,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-22T13:47:35.133574,R4,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-21T16:24:57.133574,R6,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T12:10:51.133574,R2,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-21T16:31:38.133574,R10,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-22T15:03:58.133574,R2,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T13:54:59.133574,R5,%SYS-4-CONFIG: Rollback initiated due to config inconsistency,CONFIG_ERROR
2025-11-22T15:05:36.133574,R4,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-22T04:07:54.133574,R6,%LINK-5-UPDOWN: Interface Gi0/2 changed state to up,NORMAL
2025-11-21T16:18:16.133574,R3,%AAA-5-NO_ATTR: Missing AAA attributes in request,AUTH_FAILURE
2025-11-21T22:50:49.133574,R7,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-21T23:15:42.133574,R6,%SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
2025-11-21T21:45:28.133574,R10,%LINK-3-UPDOWN: Interface Gi0/1 is down,LINK_DOWN
2025-11-22T06:52:59.133574,R6,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,BGP_FLAP
2025-11-22T11:34:09.133574,R8,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-21T23:44:41.133574,R1,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-22T05:29:08.133574,R5,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-21T22:44:08.133574,R3,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-22T09:25:07.133574,R7,%LINK-5-UPDOWN: Interface Gi0/2 changed state to up,NORMAL
2025-11-21T19:04:50.133574,R3,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-22T06:05:50.133574,R7,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-22T02:47:23.133574,R10,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
2025-11-22T07:32:00.133574,R2,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-21T20:05:56.133574,R7,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-21T22:09:43.133574,R2,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-21T22:08:24.133574,R8,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-21T19:46:21.133574,R3,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-22T13:32:56.133574,R7,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
2025-11-21T20:46:56.133574,R4,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-22T13:21:09.133574,R10,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,BGP_FLAP
2025-11-22T04:02:41.133574,R6,%LINK-5-UPDOWN: Interface Gi0/2 changed state to up,NORMAL
2025-11-21T21:04:50.133574,R1,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-22T11:35:03.133574,R8,%LINK-5-UPDOWN: Interface Gi0/2 changed state to up,NORMAL
2025-11-21T19:52:06.133574,R2,%SYS-5-LOGGING: System logging restarted,NORMAL
2025-11-22T08:26:01.133574,R10,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-22T12:54:11.133574,R5,%SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
2025-11-22T11:34:48.133574,R4,%SYS-5-LOGGING: System logging restarted,NORMAL
2025-11-22T15:09:46.133574,R8,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-22T07:21:22.133574,R2,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
2025-11-22T01:04:07.133574,R4,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
2025-11-22T07:30:29.133574,R8,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-22T04:19:36.133574,R10,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-22T11:43:00.133574,R7,%SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
2025-11-21T19:24:54.133574,R1,%SYS-5-LOGGING: System logging restarted,NORMAL
2025-11-21T22:53:01.133574,R10,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T03:07:02.133574,R5,%SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
2025-11-22T00:10:31.133574,R2,%SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
2025-11-21T20:25:58.133574,R2,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-22T05:07:54.133574,R6,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-22T04:09:25.133574,R4,%SYS-5-LOGGING: System logging restarted,NORMAL
2025-11-22T13:42:37.133574,R2,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-21T15:49:23.133574,R1,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
2025-11-21T22:42:47.133574,R6,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,BGP_FLAP
2025-11-21T20:20:50.133574,R4,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T06:02:38.133574,R8,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-22T13:14:01.133574,R3,%AAA-5-NO_ATTR: Missing AAA attributes in request,AUTH_FAILURE
2025-11-21T15:22:27.133574,R7,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
2025-11-21T22:51:23.133574,R6,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-22T15:00:13.133574,R3,%LINK-3-UPDOWN: Interface Gi0/1 is down,LINK_DOWN
2025-11-22T06:35:07.133574,R3,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-22T09:29:21.133574,R6,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-21T21:58:19.133574,R9,%AAA-5-NO_ATTR: Missing AAA attributes in request,AUTH_FAILURE
2025-11-22T09:49:55.133574,R8,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-22T09:26:50.133574,R7,%SYS-5-LOGGING: System logging restarted,NORMAL
2025-11-21T20:49:16.133574,R6,%SYS-5-LOGGING: System logging restarted,NORMAL
2025-11-22T01:29:36.133574,R8,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
2025-11-22T11:24:24.133574,R8,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-22T05:08:16.133574,R4,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-22T03:45:59.133574,R4,%SYS-4-CONFIG: Rollback initiated due to config inconsistency,CONFIG_ERROR
2025-11-21T21:18:11.133574,R2,%AAA-5-NO_ATTR: Missing AAA attributes in request,AUTH_FAILURE
2025-11-22T14:51:55.133574,R3,%SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
2025-11-22T02:02:46.133574,R1,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-21T21:18:33.133574,R7,%PARSER-4-BADCMD: Bad command detected in config file,CONFIG_ERROR
2025-11-22T00:38:08.133574,R3,%SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
2025-11-21T17:20:53.133574,R8,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T06:02:32.133574,R10,%LINK-5-UPDOWN: Interface Gi0/2 changed state to up,NORMAL
2025-11-22T05:58:52.133574,R10,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-22T00:53:52.133574,R3,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-22T10:59:20.133574,R6,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-21T22:10:11.133574,R10,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-21T21:50:24.133574,R6,%SYS-5-RELOAD: Reload requested by admin,NORMAL
2025-11-21T23:04:30.133574,R7,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,BGP_FLAP
2025-11-22T05:35:13.133574,R10,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-21T20:39:05.133574,R6,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-21T22:30:48.133574,R4,%PARSER-4-BADCMD: Bad command detected in config file,CONFIG_ERROR
2025-11-22T09:29:32.133574,R3,%PARSER-4-BADCMD: Bad command detected in config file,CONFIG_ERROR
2025-11-21T22:30:13.133574,R4,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-21T23:27:31.133574,R9,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-21T16:40:05.133574,R7,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-22T03:32:31.133574,R3,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-22T04:24:05.133574,R5,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-21T19:43:45.133574,R2,%LINK-3-UPDOWN: Interface Gi0/1 is down,LINK_DOWN
2025-11-22T00:35:33.133574,R1,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-21T17:36:45.133574,R2,%SYS-5-RELOAD: Reload requested by admin,NORMAL
2025-11-21T17:00:30.133574,R7,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T04:43:34.133574,R9,%SYS-5-RELOAD: Reload requested by admin,NORMAL
2025-11-21T16:57:53.133574,R6,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-22T14:55:36.133574,R9,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-21T18:48:02.133574,R10,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-21T16:25:22.133574,R7,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-21T23:02:22.133574,R5,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-21T21:09:16.133574,R2,%LINK-3-UPDOWN: Interface Gi0/1 is down,LINK_DOWN
2025-11-22T10:53:28.133574,R5,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-21T21:02:55.133574,R7,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-21T18:28:47.133574,R1,%SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
2025-11-22T12:26:05.133574,R8,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-22T01:22:25.133574,R9,%SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
2025-11-22T12:48:05.133574,R6,%PARSER-4-BADCMD: Bad command detected in config file,CONFIG_ERROR
2025-11-22T06:27:17.133574,R2,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",BGP_FLAP
2025-11-22T04:34:04.133574,R6,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-22T07:47:40.133574,R9,%LINK-3-UPDOWN: Interface Gi0/1 is down,LINK_DOWN
2025-11-22T12:53:33.133574,R2,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-21T18:02:44.133574,R3,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-22T09:56:53.133574,R8,%OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
2025-11-22T03:35:39.133574,R5,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
2025-11-22T03:39:28.133574,R5,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T13:10:12.133574,R9,%SYS-5-LOGGING: System logging restarted,NORMAL
2025-11-22T10:48:33.133574,R7,%SYS-5-RELOAD: Reload requested by admin,NORMAL
2025-11-21T18:01:34.133574,R6,%SYS-4-CONFIG: Rollback initiated due to config inconsistency,CONFIG_ERROR
2025-11-21T23:37:46.133574,R1,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-21T22:46:28.133574,R7,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
2025-11-21T17:31:45.133574,R6,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-21T22:34:46.133574,R6,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-21T22:25:23.133574,R8,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-22T14:32:41.133574,R2,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-22T10:55:21.133574,R2,%PARSER-4-BADCMD: Bad command detected in config file,CONFIG_ERROR
2025-11-22T06:49:23.133574,R7,%SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
2025-11-22T00:44:08.133574,R6,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
2025-11-21T16:47:55.133574,R8,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CPU_SPIKE
2025-11-22T13:54:58.133574,R10,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
2025-11-21T16:04:31.133574,R3,%SYS-5-RELOAD: Reload requested by admin,NORMAL
2025-11-21T17:24:59.133574,R6,%LINK-5-UPDOWN: Interface Gi0/2 changed state to up,NORMAL
2025-11-22T04:21:55.133574,R9,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-22T13:30:10.133574,R2,%PARSER-4-BADCMD: Bad command detected in config file,CONFIG_ERROR
2025-11-22T06:09:43.133574,R9,%SYS-4-CONFIG: Rollback initiated due to config inconsistency,CONFIG_ERROR
2025-11-22T07:35:39.133574,R7,%AAA-5-NO_ATTR: Missing AAA attributes in request,AUTH_FAILURE
2025-11-22T07:43:10.133574,R6,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
2025-11-22T03:40:04.133574,R3,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,BGP_FLAP
2025-11-21T16:41:48.133574,R6,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
2025-11-22T06:29:19.133574,R4,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-22T04:50:37.133574,R10,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-21T15:53:05.133574,R4,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",LINK_DOWN
2025-11-21T16:18:08.133574,R3,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-22T11:53:40.133574,R7,%BGP-5-NBRUP: BGP adjacency established successfully,NORMAL
2025-11-22T06:32:37.133574,R6,%LINK-5-UPDOWN: Interface Gi0/2 changed state to up,NORMAL
2025-11-22T01:32:29.133574,R8,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-22T02:27:28.133574,R4,%PARSER-4-BADCMD: Bad command detected in config file,CONFIG_ERROR
2025-11-22T07:29:50.133574,R5,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,BGP_FLAP
2025-11-21T19:15:02.133574,R9,%SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
2025-11-21T19:35:01.133574,R9,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,BGP_FLAP
2025-11-22T07:30:38.133574,R6,%AUTH-3-FAIL: Authentication failed for user admin,AUTH_FAILURE
2025-11-21T19:28:19.133574,R2,%LINK-5-UPDOWN: Interface Gi0/2 changed state to up,NORMAL
2025-11-22T10:20:09.133574,R3,%SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
2025-11-22T01:49:18.133574,R4,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
2025-11-21T21:34:24.133574,R5,%PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
2025-11-22T08:13:50.133574,R6,%RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
2025-11-21T20:45:35.133574,R10,%AAA-5-NO_ATTR: Missing AAA attributes in request,AUTH_FAILURE
2025-11-21T16:37:09.133574,R2,%CONFIG-3-ERROR: Failed to apply running-config changes,CONFIG_ERROR
